Event Name,Country,Subnational,Metro Area,Venue Name,Address,Frequency,When,Type,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,Game 7,Game 8,Game 9,Game 10,Twitter,Bluesky,Discord,Facebook,Instagram,Website / Startgg / Linktree / Etc,Email,Twitch1,Twitch2,YouTube,Other Notes,Status,Added,Last Update
FGC Paradise,USA,Virgina,Petersburg,Gaming Paradise,"216 N Sycamore St, Petersburg, VA 23803",Monthly,Sunday,Tournament,SF6,MK1,Tekken,GGST,,,,,,,NickVandeloecht,,RVA FGC,,,,nvandel@outlook.com,,,,3rd or 4th Sunday,Active,2024.0118,2024.0118
The FGC @ Virginia Tech,USA,Virginia,Blacksburg,New Classroom Building,"1455 Perry St, Blacksburg, VA 24060",Weekly,Saturday,Casuals,GGST,SF6,BBCF,GBVSR,UMvC3,Tekken,UNI,,,,fgc_vt,,The FGC at Virginia Tech,,,,,vt_fgc,,VT FGC,"Usually Saturdays, sometimes Sundays. Open to anyone not just Students.",Active,2024.0118,2024.0118
FGCville: Enter the Thunderdome,USA,Virginia,Charlottesville,The End Games,"390 Hillsdale Dr, Charlottesville, VA 22901",Weekly,Wednesday,Tournament,SF6,GGST,GBVSR,Various,,,,,,,FGCville,,FGCville,,,,,LucasTracyTTV,,,Games list rotates,Active,2024.0118,2024.0118
Monday Melee,USA,Virginia,DMV,The Cave,"10621 Braddock Rd # B, Fairfax, VA 22032",Weekly,Monday,Tournament,SSBM,,,,,,,,,,TheCaveFairfax,,CAVE FGC,,,https://www.cave-gaming.com/,,TheCaveFairfax,,,,Active,2024.0118,2024.0118
The Cave FGC Monthly,USA,Virginia,DMV,The Cave,"10621 Braddock Rd # B, Fairfax, VA 22032",Monthly,Saturday,Tournament,KOFXV,DBFZ,GGST,SF6,GBVSR,CvS2,Tekken,MK1,,,TheCaveFairfax,,CAVE FGC,,,https://www.cave-gaming.com/,,TheCaveFairfax,,,,Active,2024.0118,2024.0118
The Cave FGC Weekly,USA,Virginia,DMV,The Cave,"10621 Braddock Rd # B, Fairfax, VA 22032",Weekly,Tuesday,Tournament,GGST,Tekken,SF6,KOFXV,,,,,,,TheCaveFairfax,,CAVE FGC,,,https://www.cave-gaming.com/,,TheCaveFairfax,,,,Active,2024.0118,2024.0118
King of the Ring,USA,Virginia,DMV,The Outer Limits,"44933 George Washington Blvd Suite 155, Ashburn, VA 20147",Monthly,Saturday,Tournament,SF6,GGST,Various,,,,,,,,,,TOL_Tournaments,,,https://start.gg/fgctol,andre.williams@theouter-limits.com,TOL_Gaming_Lounge,,,2nd Saturday,Active,2024.0118,2024.0118
TOL Thursday Night Throwdown,USA,Virginia,DMV,The Outer Limits,"44933 George Washington Blvd Suite 155, Ashburn, VA 20147",Weekly,Thursday,Tournament,SF6,GGST,Various,,,,,,,,,,TOL_Tournaments,,,https://start.gg/fgctol,andre.williams@theouter-limits.com,TOL_Gaming_Lounge,,,,Active,2024.0118,2024.0118
DawnStar Clash,USA,Virginia,Richmond,DawnStar Video Games & Arcade,"3007 W Clay St, Richmond, VA 23230",Every 2 Weeks,Wednesday,Tournament,SF6,3S,Tekken,Various,,,,,,,DawnStarRVA,,DawnStar  RVA FGC,,,https://www.dawnstarvideogames.com/  https://rvafgc.wixsite.com/rva-fighting-game-co,dawnstargames@gmail.com,,,DawnStar Video Games,,Active,2024.0118,2024.0118
DawnStar Smash,USA,Virginia,Richmond,DawnStar Video Games & Arcade,"3007 W Clay St, Richmond, VA 23230",Weekly,Thursday,Tournament,SSBU,SSBM,,,,,,,,,DawnStarRVA,,DawnStar  RVA FGC,,,https://www.dawnstarvideogames.com/,dawnstargames@gmail.com,,,DawnStar Video Games,,Active,2024.0118,2024.0118
The King Returns,USA,Virginia,Richmond,DawnStar Video Games & Arcade,"3007 W Clay St, Richmond, VA 23230",Monthly,Saturday,Tournament,SF6,GGST,Tekken,GBVSR,Various,,,,,,DawnStarRVA,,DawnStar  RVA FGC,,,https://rvafgc.wixsite.com/rva-fighting-game-co,,ttvMadison,,,1st Saturday,Active,2024.0118,2024.0118
The Answer Biweeklies,USA,Virginia,Richmond,The Answer Brewpub,"6008 W Broad St, Richmond, VA 23230",Every 2 Weeks,Wednesday,Casuals,Tekken,SF6,GGST,GBVSR,Retro,Various,,,,,,,RVA FGC,,,https://rvafgc.wixsite.com/rva-fighting-game-co,,,,,2nd & 4th Wednesday,Active,2024.0118,2024.0118
Rage Quit,USA,Virginia,Virginia Beach,Capston Bar Brewing Company,"2036 Exploration Way, Hampton, VA 23666",Every 2 Weeks,Sunday,Tournament,SSBU,,,,,,,,,,,,Southern Virginia Smash,,,,awakened27sage@gmail.com,,,,,Active,2024.0118,2024.1212
Fight Night Fridays,USA,Virginia,Virginia Beach,GameOn Gaming Center,"5386 Kemps River Dr #105, Virginia Beach, VA 23464",Weekly,Friday,Tournament,Tekken,SF6,GGST,GBVSR,Various,,,,,,gamerbus,,GameOn   SoVA FGC   SoVa Tekken,Gamerbus and GameOn,gameon_gc,https://www.gamerbus.com/events,info@gamerbus.com,GameOnGC,,GameOn,,Active,2024.0118,2024.1212
Throwdown Thursday,USA,Virginia,Virginia Beach,GameOn Gaming Center,"5386 Kemps River Dr #105, Virginia Beach, VA 23464",Weekly,Thursday,Tournament,SSBU,SSBM,,,,,,,,,gamerbus,,Southern Virginia Smash  GameOn,Gamerbus and GameOn,gameon_gc,start.gg/TTGO  https://www.gamerbus.com/events,info@gamerbus.com,,,GameOn,,Active,2024.0118,2024.1212
Wipeout Wednesday,USA,Virginia,Virginia Beach,GameOn Gaming Center,"5386 Kemps River Dr #105, Virginia Beach, VA 23464",Every 2 Weeks,Wednesday,Tournament,SSBU,,,,,,,,,,gamerbus,,GameOn,Gamerbus and GameOn,gameon_gc,https://www.gamerbus.com/events,info@gamerbus.com,,,GameOn,Only for ages 8-17!,Active,2024.0118,2024.1212
Monthly Mashers,USA,Washington,Olympia,The Retro Collection,"124 Fir St NE, Olympia, WA 98506",Monthly,Sunday,Tournament,P+,SSBU,Mystery,Various,,,,,,,OlyTRC,,"The Retro Collection | Olympia, WA",,,https://www.start.gg/hub/the-Retro-collection-olympia-washington,,OlyTRC,,,,Active,2024.0118,2024.0118
Retro Collection Weeklies,USA,Washington,Olympia,The Retro Collection,"124 Fir St NE, Olympia, WA 98506",Weekly,Wednesday,Tournament,Various,,,,,,,,,,OlyTRC,,"The Retro Collection | Olympia, WA",,,https://www.start.gg/hub/the-Retro-collection-olympia-washington,,OlyTRC,,,,Active,2024.0118,2024.0118
Ultimate Thursday,USA,Washington,Olympia,The Retro Collection,"124 Fir St NE, Olympia, WA 98506",Weekly,Thursday,Tournament,SSBU,,,,,,,,,,OlyTRC,,"The Retro Collection | Olympia, WA",,,https://www.start.gg/hub/the-Retro-collection-olympia-washington,,OlyTRC,,,,Active,2024.0118,2024.0118
Palouse Games,USA,Washington,Pullman,Palouse Games,"141 N Grand Ave, Pullman, WA 99163",Weekly,Thursday,Casuals,SF6,GGST,GBVSR,SamSho,Various,,,,,,PullmanFGC,,Pullman FGC,,,,,PullmanFGC,,Pullman FGC,,Active,2024.0118,2024.0118
Seattle Skirmish,USA,Washington,Seattle,Locust Cider First Hill,"500 Terry Ave. Seattle, WA 98104",Weekly,Friday,Casuals,GGST,UNI,GBVSR,Various,,,,,,,Deyvonn,,,,,,,,,,Spreadsheet for people bringing setups,Active,2024.0118,2024.0118
NekoDojo,USA,Washington,Seattle,Neko Dojo,"Kent, WA",Every 2 Weeks,Saturday,Casuals,3S,Various,,,,,,,,,NekoDojo,,NekoDojo,,,,,NekoDojo_GCCS,,,,Active,2024.0118,2024.0118
Wata Lily,USA,Washington,Seattle,Outer Planet Brewing,"1812 12th Ave, Unit 100, Seattle, WA 98122",Monthly,Thursday,Casuals,VF5,SF6,Tekken,,,,,,,,SwampLandFGC,,Water Lily Seattle,,SwampLandUSA,https://www.officialswampland.com/,development@officialswampland.com,Pasuhdina,,Swamp Land,,Active,2024.0118,2024.0118
Salon Series,USA,Washington,Seattle,The Salon,"1923 1st Ave, Seattle, WA 98101",Monthly,Saturday,Tournament,SF6,,,,,,,,,,TheSalonSeattle,,,,,,,thesalonseattle,,,2nd Saturday,Active,2024.0118,2024.0118
Salon Weeklies MK,USA,Washington,Seattle,The Salon,"1923 1st Ave, Seattle, WA 98101",Weekly,Wednesday,Tournament,MK1,,,,,,,,,,TheSalonSeattle,,,,,,,thesalonseattle,,,,Active,2024.0118,2024.0118
Salon Weeklies SF,USA,Washington,Seattle,The Salon,"1923 1st Ave, Seattle, WA 98101",Weekly,Friday,Tournament,SF6,,,,,,,,,,TheSalonSeattle,,,,,,,thesalonseattle,,,$175 prize pool,Active,2024.0118,2024.0118
Salon Weeklies SF Casuals,USA,Washington,Seattle,The Salon,"1923 1st Ave, Seattle, WA 98101",Weekly,Monday,Casuals,SF6,,,,,,,,,,TheSalonSeattle,,,,,,,thesalonseattle,,,,Active,2024.0118,2024.0118
The Salon,USA,Washington,Seattle,The Salon,"1923 1st Ave, Seattle, WA 98101",Weekly,Sunday,Tournament,Tekken,,,,,,,,,,TheSalonSeattle,,,,,,,thesalonseattle,,,,Active,2024.0118,2024.0118
PNW Airdashers,USA,Washington,Seattle,Unknown,"Seattle, Washington",Weekly,Friday,Casuals,GGST,GGXrd,GBVSR,UNI,BBCF,SF6,Tekken,DBFZ,MBTL,Various,PNWAirdashers  Deyvonn,,,,,,,,,,Contact for address,Active,2024.0118,2024.0118
The Middle Ground,USA,Washington,Spokane,The Elite Gaming Center,"15312 E Sprague Ave c, Spokane Valley, WA 99037",See Notes,Sunday,Tournament,SSBU,SSBM,SF6,Tekken,Various,,,,,,MiddleGroundgg,,,,,,TheMiddleGroundgg@gmail.com,,,,Frequency varies,Active,2024.0118,2024.1224
Defiant Fox Games,USA,Washington,Tacoma,Defiant Fox Games,"602 E 25th St, Tacoma, WA 98421",Weekly,Thursday,Casuals,Tekken,,,,,,,,,,seattletekken,,Seattle Tekken,Seattle Tekken,,https://www.seattletekken.com/,,SeattleTekken,,Seattle Tekken,,Active,2024.0118,2024.0118
Runback Brackets,USA,Wisconsin,Green Bay,Edge VR Arcade & Gamers Lounge,"2642 Packerland Dr, Ashwaubenon, WI 54313",Monthly,Wednesday,Tournament,SF6,GGST,Tekken,Various,,,,,,,,,The Runback Green Bay Local,,,,,,,,Tournament is every other meetup (so every 4 weeks),Active,2024.0118,2024.0118
Runback Casuals,USA,Wisconsin,Green Bay,Edge VR Arcade & Gamers Lounge,"2642 Packerland Dr, Ashwaubenon, WI 54313",Monthly,Wednesday,Casuals,SF6,GGST,Tekken,Various,,,,,,,,,The Runback Green Bay Local,,,,,,,,,Active,2024.0118,2024.0118
Final Strike,USA,Wisconsin,Madison,Ten Pin Alley,"6285 Nesbitt Rd, Fitchburg, WI 53719",Weekly,Saturday,Tournament,Tekken,SF6,GGST,GBVSR,,,,,,,ChoiWingleung,,,,,,,wokgaming,,,,Active,2024.0118,2024.0118
Run the Set,USA,Wisconsin,Milwaukee,Magik4 Gaming's The Hub,"2222 N Farwell Ave, Milwaukee, WI 53202, USA",Every 2 Weeks,Saturday,Tournament,Tekken,SF6,GGST,,,,,,,,Magik4FGC,,,,,,,magik4fgc,WisconsinSmash,,,Active,2024.0211,2024.0211
Sunday Night Fights,USA,Wisconsin,Milwaukee,Magik4 Gaming's The Hub,"2222 N Farwell Ave, Milwaukee, WI 53202, USA",Monthly,Sunday,Tournament,GGST,SSBU,SF6,Tekken,,,,,,,Magik4FGC,,,,,,,magik4fgc,WisconsinSmash,,,Active,2024.0211,2024.0211
Thursday Throwdown,USA,Wisconsin,Milwaukee,Magik4 Gaming's The Hub,"2222 N Farwell Ave, Milwaukee, WI 53202, USA",Weekly,Thursday,Tournament,SSBU,GGST,SF6,,,,,,,,Magik4FGC,,,,,,,magik4fgc,WisconsinSmash,,,Active,2024.0118,2024.0118
Pro League,Venezuela,,Caracas,Boleita Center,"F5XH+GPP, Av Principal de Boleíta, Caracas 1071, Miranda",Every 2 Weeks,Wednesday,Tournament,SSBU,SF6,GGST,SSB64,,,,,,,DanielRimeris,,,Smash Venezuela,,,danielrimeris@hotmail.com,,,,,Active,2024.0118,2024.0118
Spacing,Sweden,,Stockholm,SPACE Stockholm,"Sergels Torg 2, 111 57 Stockholm",Monthly,Thursday,Tournament,Tekken,SF6,GGST,,,,,,,,FlowerFGC,,SPACING,,,,Axel.mejbert@ctl.se,SPACINGSTHLM,,,Venue closed,Inactive,2024.0118,2024.1213
Synchronicity,USA,California,San Diego,GameSync Esports Center,"7370 Opportunity Rd Suite G, San Diego, CA 92111",Weekly,Friday,Tournament,SF6,GGST,,,,,,,,,GameSync,,GameSync Esports,GameSync Esports Center,,https://gamesync.us/fgc/,,GameSync,,GameSync Esports,,Inactive,2024.0118,2025.0218
Zenith Active Frames,USA,California,San Diego,Zenith Active,"1635 S Rancho Santa Fe Rd, San Marcos, CA 92078",Monthly,Saturday,Tournament,GGST,UNI,SF6,MBAACC,Tekken,Various,,,,,NorthCountyFGC,,North County FGC,,,,NorthCountyFGC@gmail.com,,,NorthCountyFGC,Venue closed,Inactive,2024.0118,2024.1213
0-2uesdays,USA,California,SoCal,Localhost Fullerton,"1134 S Harbor Blvd, Fullerton, CA 92832, USA",Weekly,Tuesday,Tournament,GGST,SF6,,,,,,,,,OrangeCountyFGC,,OrangeCountyFGC,https://linktr.ee/orangecountyfgc,,,orangecountyfgc2022@gmail.com,Doctor__No,0_2uesdays,Doctor No,,Inactive,2024.0118,2024.0521
Fullerton Fights,USA,California,SoCal,Localhost Fullerton,"1134 S Harbor Blvd, Fullerton, CA 92832, USA",Monthly,Saturday,Tournament,SF6,GGST,Tekken,GBVSR,UNI,MBTL,,,,,OrangeCountyFGC,,Orange County FGC,,,https://linktr.ee/orangecountyfgc,orangecountyfgc2022@gmail.com,SoCal_Suma,Doctor__No,Orange County FGC,,Inactive,2024.0118,2024.0521
Freeze Frame Friday,USA,Florida,Jacksonville,Community First Igloo Icemen Esports,"3605 Philips Hwy, Jacksonville, FL 32207",Monthly,Friday,Tournament,SF6,GGST,DBFZ,MK1,Tekken,,,,,,IcemenEsports,,Jax Smash,,,https://linktr.ee/icemenesports,esports@communityfirstigloo.com,,,,Venue closed,Inactive,2024.0118,2024.1213
Smash the Sticks,USA,Florida,Jacksonville,Community First Igloo Icemen Esports,"3605 Philips Hwy, Jacksonville, FL 32207",Every 2 Weeks,Saturday,Tournament,SSBU,,,,,,,,,,IcemenEsports  JaxSmashGG,,Jax Smash,,,https://linktr.ee/icemenesports,esports@communityfirstigloo.com,,,,Venue closed,Inactive,2024.0118,2024.1213
Coastal Conquerors,USA,Georgia,Savannah,Roll the Bones,"7400 Abercorn St ste 704, Savannah, GA 31406",Monthly,Saturday,Tournament,Tekken,GBVSR,SF6,GGST,,,,,,,CoaConSAVFGC,,Coastal Conquerors (SAV FGC),,,,,,,Coastal Conquerors,,Inactive,2024.0118,2024.1212
Spacebar Fights,USA,Idaho,Boise,Spacebar Arcade,"620 W Idaho St Suite 100, Boise, ID 83702",Monthly,Tuesday,Casuals,SF6,MK1,UNI,Various,,,,,,,BoiseFgc,,Boise Idaho FGC,Spudsport,,https://linktr.ee/boisefgc,,raijinnski,,,1st Tuesday,Inactive,2024.0118,2024.1212
Bread and Butter,USA,Maryland,Laurel,Xanadu Games,"198 Laurel Race Track Road, Laurel, MD 20725",Monthly,Saturday,Tournament,SF6,GGST,MK1,Tekken,KOFXV,GBVSR,,,,,XanaduGames,,,Xanadu Games,,https://linktr.ee/XanaduGames,litmixtapezz@gmail.com,VGBootCamp,,,Venue closed,Inactive,2024.0118,2024.1231
FGC @ Xanadu,USA,Maryland,Laurel,Xanadu Games,"198 Laurel Race Track Road, Laurel, MD 20725",Weekly,Thursday,Tournament,GBVSR,SF6,BBCF,CvS2,GGST,KOFXV,MK1,Tekken,UNI,Various,XanaduGames,,,Xanadu Games,,https://linktr.ee/XanaduGames,litmixtapezz@gmail.com,VGBootCamp,,,Venue closed,Inactive,2024.0118,2024.1231
Melee @ Xanadu,USA,Maryland,Laurel,Xanadu Games,"198 Laurel Race Track Road, Laurel, MD 20725",Weekly,Wednesday,Tournament,SSBM,,,,,,,,,,XanaduGames,,,Xanadu Games,,https://linktr.ee/XanaduGames,litmixtapezz@gmail.com,VGBootCamp,,,Venue closed,Inactive,2024.0118,2024.1231
Ultimate @ Xanadu,USA,Maryland,Laurel,Xanadu Games,"198 Laurel Race Track Road, Laurel, MD 20725",Weekly,Tuesday,Tournament,SSBU,,,,,,,,,,XanaduGames,,,Xanadu Games,,https://linktr.ee/XanaduGames,litmixtapezz@gmail.com,VGBootCamp,,,Venue closed,Inactive,2024.0118,2024.1231
Xanadu Homecoming,USA,Maryland,Laurel,Xanadu Games,"198 Laurel Race Track Road, Laurel, MD 20725",Monthly,Saturday,Tournament,SSBU,,,,,,,,,,XanaduGames,,,Xanadu Games,,https://linktr.ee/XanaduGames,litmixtapezz@gmail.com,VGBootCamp,,,Venue closed,Inactive,2024.0118,2024.1231
Xanadu Legends,USA,Maryland,Laurel,Xanadu Games,"198 Laurel Race Track Road, Laurel, MD 20725",Monthly,Saturday,Tournament,SSBM,,,,,,,,,,XanaduGames,,,Xanadu Games,,https://linktr.ee/XanaduGames,litmixtapezz@gmail.com,VGBootCamp,,,Venue closed,Inactive,2024.0118,2024.1231
Corsair Clash,USA,Massachusetts,Dartmouth,University of Massachussetts Dartmouth,University of Massachussetts Dartmouth,Weekly,Friday,Varies,Tekken,SF6,GGST,,,,,,,,,,Corsair eSports,,umassd.esports,,,,,,Casuals & tournaments alternate weeks; closed during school break; BYOC,Inactive,2025.0424,2025.0424
Tokens Takedowns,USA,New Hampshire,Dover,Tokens Taproom,"282 Central Ave, Dover, NH ",Every 2 Weeks,Thursday,Tournament,SF6,,,,,,,,,,NickCereal,,,,,,,,,,,Inactive,2024.0118,2024.1213
Burst Collectors Smash Weekly,USA,New York,Long Island,Collector's Emporium,"2705 Hempstead Tpke, Levittown, NY 11756",Weekly,Thursday,Tournament,SSBU,SSBM,,,,,,,,,Cyanoticsenku,,,,,,cyanoticsenku@gmail.com,Cyanoticsenku,,Cyanoticsenku,,Inactive,2024.0118,2025.0315
Burst Collectors Weekly,USA,New York,Long Island,Collector's Emporium,"2705 Hempstead Tpke, Levittown, NY 11756",Weekly,Saturday,Tournament,UMvC3,GGST,SF6,KOFXV,,,,,,,Cyanoticsenku,,,,,,cyanoticsenku@gmail.com,Cyanoticsenku,,Cyanoticsenku,,Inactive,2024.0118,2025.0315
Hidden Block Games,USA,North Carolina,Raleigh-Durham,Hidden Block Games,"2409 Crabtree Blvd Ste 103, Raleigh, NC 27604",Weekly,Saturday,Tournament,Tekken,GBVSR,DBFZ,SF6,Various,,,,,,OakCityEsports,,North Carolina FGC,Oak City Esports,oakcityesports,https://beacons.ai/oakcityesports,OakCityEsports@gmail.com,NitemareZen,,,,Inactive,2024.0118,2025.0314
RDU Tekken,USA,North Carolina,Raleigh-Durham,Jordan Child & Family Enrichment Center,"1305 Glenwood Ave, Raleigh, NC 27605",Monthly,Saturday,Tournament,Tekken,,,,,,,,,,rdutekken,,,,,,rdutekken@gmail.com,rdutekken,,RDU TEKKEN,"On break, venue is moving to new location",Inactive,2024.0118,2025.0314
Tournament of Thrones,USA,North Carolina,Raleigh-Durham,Xepher Arcade,"4015 University Dr H, Durham, NC 27707",Monthly,Saturday,Tournament,GGST,3S,DBFZ,SF6,SFA2,GBVSR,MK1,KI,Various,,OakCityEsports,,North Carolina FGC,Oak City Esports,oakcityesports,https://beacons.ai/oakcityesports,OakCityEsports@gmail.com,mastermind6000,ScrappySensei,,,Inactive,2024.0118,2025.0314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:31 AM,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,·,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sent,,,
